,ShipmentNo_,Status,Direction,Product,ShipmentType,ProductType,Oper_Year,Oper_Period,ShipmentWeek,ShipmentDay,ShipmentDate,Principal,Carrier,Incoterm,ShipperPostcode,ShipperCity,ShipperCountry,ConsigneePostcode,ConsigneeCity,ConsigneeCountry,Invoiced,Insurance,LetterOfCredit,Dangerous,Pieces,ActualWeight(kg),Volume(cbm),Charg_Weight(kg),W/M,FCLTEU,GP(EUR),WeightGroup,TrackingNumber,(Air)PortofOrigin,OriginCountry,(Air)PortofDestination,DestinationCountry,MS1Count,MS2Count,MS3Count,MS4Count,MS5Count,MS6Count
2427,2102042,1,1,2,LCL,LCL,2020,202001,2020/02,00:00.0,09.01.2020,Customer 249,HDMU - HYUNDAI MERCHANT MARINE UAE LLC,CFR,3307,LIMASSOL,CY - CYPRUS,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,356,2.28,-,2,0,133.93,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2428,2102043,1,1,1,FCL,FCL,2020,202001,2020/02,00:00.0,09.01.2020,Customer 386,HDMU - HYUNDAI MERCHANT MARINE UAE LLC,CFR,BB4 4RR,HASLINGDEN,GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"5,200",10.52,-,11,2,-208.68,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2429,2102044,1,1,1,FCL,FCL,2020,202001,2020/04,00:00.0,26.01.2020,Customer 891,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,79556,WEIL AM RHEIN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"8,147",100,-,100,5,109.63,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2430,2102045,1,1,1,FCL,FCL,2020,202001,2020/03,00:00.0,15.01.2020,Customer 927,EGLV - EVERGREEN SHIPPING AGENCY COMPANY (UAE) L.L.C,CFR,528421,GUANGDONG,CN - CHINA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"11,443",88.745,-,89,3,109.63,-,-,NANSHA PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2431,2102046,1,1,1,FCL,FCL,2020,202001,2020/03,00:00.0,16.01.2020,Customer 544,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,EXW,SN1 2HY,UNITED KINGDOM,GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"15,278",43.2,-,43,2,157,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2432,2102047,1,1,1,FCL,FCL,2020,202001,2020/02,00:00.0,11.01.2020,Customer 767,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,79804,DOGERN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"7,779",120,-,120,6,109.63,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2433,2102048,1,1,2,LCL,LCL,2020,202001,2020/02,00:00.0,10.01.2020,Customer 333,COSU - COSCO SHIPPING,EXW,529040,GUANGZHOU,CN - CHINA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"2,058",10.248,-,10,0,380.22,-,-,SHEKOU PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2434,2102049,1,1,1,FCL,FCL,2020,202001,2020/03,00:00.0,17.01.2020,Customer 193,COSU - COSCO SHIPPING,CFR,200032,SHANGHAI,CN - CHINA,.,ABU DHABI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"17,480",24,-,24,1,109.63,-,-,CHONGQING JIANGBEI INTERNATIONAL APT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2435,2102050,1,1,2,LCL,LCL,2020,202001,2020/02,00:00.0,12.01.2020,Customer 899,NAQA - VANGUARD LOGISTICS SERVICES UAE,CFR,3014,BERN,CH - SWITZERLAND,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,311,0.46,-,0,0,109.63,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2436,2102051,1,1,1,FCL,FCL,2020,202001,2020/04,00:00.0,25.01.2020,Customer 377,MAEU - MAERSK KANOO UAE LLC,CFR,20560,OÑATI- GUIPUZCOA,ES - SPAIN,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"5,081",40,-,40,2,109.63,-,-,BILBAO,ES-SPAIN,SHARJAH,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2437,2102052,1,1,2,LCL,LCL,2020,202001,2020/02,00:00.0,10.01.2020,Customer 333,CGMU - CMA CGM AND ANL (NE) LLC,CIF,618303,SINGAPORE,SG - SINGAPORE,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"2,812",2.653,-,3,0,85.12,-,-,SINGAPORE,SG-SINGAPORE,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2438,2102053,1,1,1,FCL,FCL,2020,202001,2020/02,00:00.0,10.01.2020,Customer 675,MAEU - MAERSK KANOO UAE LLC,EXW,92660,NEUSTADT,DE - GERMANY,.,TECOM (MEDIA CITY),AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,951",12,-,12,1,293.63,-,-,TRIESTE,IT-ITALY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2439,2102054,1,1,1,FCL,FCL,2020,202001,2020/03,00:00.0,17.01.2020,Customer 178,EGLV - EVERGREEN SHIPPING AGENCY COMPANY (UAE) L.L.C,CFR,8110,BARCELONA,AE - UNITED ARAB EMIRATES,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"19,421",65,-,65,2,117.37,-,-,BARCELONA,ES-SPAIN,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2440,2102055,1,1,1,FCL,FCL,2020,202001,2020/03,00:00.0,14.01.2020,Customer 884,YMLU - YANG MING (U.A.E) L.L.C.,CFR,5753 AV,DEURNE,NL - THE NETHERLANDS,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"5,810",40,-,40,2,92.28,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2441,2102056,1,1,1,FCL,FCL,2020,202001,2020/02,00:00.0,12.01.2020,Customer 872,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,N14 6BN,LONDON,GB - UNITED KINGDOM,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"12,110",21.017,-,21,1,109.63,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2442,2102057,1,1,1,FCL,FCL,2020,202001,2020/04,00:00.0,26.01.2020,Customer 421,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,79379,MUELLHEIM/BADEN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"8,435",20,-,20,1,109.63,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2443,2102058,1,1,1,FCL,FCL,2020,202001,2020/02,00:00.0,09.01.2020,Customer 248,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,3095,LIMASSOL,CY - CYPRUS,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"3,980",10.982,-,11,1,109.63,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2444,2102059,1,1,1,FCL,FCL,2020,202001,2020/04,00:00.0,26.01.2020,Customer 341,HLCU - HAPAG-LLOYD AGENCY L.L.C,DDP,79650,SCHOPFHEIM,DE - GERMANY,.,ABU DHABI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"5,560",40,-,40,2,307.3,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2445,2102060,1,1,1,FCL,FCL,2020,202001,2020/05,00:00.0,31.01.2020,Customer 513,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,17410,GIRONA,ES - SPAIN,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"2,002",20,-,20,1,109.63,-,-,BARCELONA,ES-SPAIN,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2446,2102061,1,1,1,FCL,FCL,2020,202001,2020/02,00:00.0,09.01.2020,Customer 872,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,N14 6BN,LONDON,GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"24,829",27.784,-,28,1,109.63,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2447,2102062,1,1,1,FCL,FCL,2020,202001,2020/05,00:00.0,30.01.2020,Customer 478,CGMU - CMA CGM AND ANL (NE) LLC,CIF,3640-290,PORTUGAL,PT - PORTUGAL,.,ABU DHABI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"51,397",40,-,51,2,32.24,-,-,LEIXÕES,PT-PORTUGAL,ABU DHABI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2448,2102063,1,1,1,FCL,FCL,2020,202001,2020/02,00:00.0,09.01.2020,Customer 927,OOCL - OOCL (UAE) LLC,CFR,528421,GUANGDONG,CN - CHINA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,152",23,-,23,1,109.63,-,-,ZHONGSHAN PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2449,2102064,1,1,2,LCL,LCL,2020,202001,2020/02,00:00.0,07.01.2020,Customer 605,YMLU - YANG MING (U.A.E) L.L.C.,CFR,50767,KOLN,DE - GERMANY,15154,SAFAT,KW - KUWAIT,Yes,N,N,N,-,"3,300",10.08,-,10,0,-245.38,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2450,2102065,1,1,2,LCL,LCL,2020,202001,2020/02,00:00.0,07.01.2020,Customer 896,YMLU - YANG MING (U.A.E) L.L.C.,CFR,79189,KROZINGEN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,356",1.428,-,1,0,218.1,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2451,2102066,1,1,2,LCL,LCL,2020,202001,2020/02,00:00.0,07.01.2020,Customer 652,YMLU - YANG MING (U.A.E) L.L.C.,CFR,46446,EMMERICH AM RHEIN,DE - GERMANY,13002,SAFAT,KW - KUWAIT,Yes,N,N,N,-,485,3.135,-,3,0,-86.37,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2452,2102067,1,1,1,FCL,FCL,2020,202001,2020/02,00:00.0,07.01.2020,Customer 307,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,3861 NE,NIJKERK GLD,NL - THE NETHERLANDS,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"7,760",40,-,40,2,109.63,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2453,2102068,1,1,1,FCL,FCL,2020,202001,2020/03,00:00.0,14.01.2020,Customer 307,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,3861 NE,NIJKERK GLD,NL - THE NETHERLANDS,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"7,760",40,-,40,2,109.63,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2454,2102069,1,0,2,LCL,LCL,2020,202001,2020/02,00:00.0,06.01.2020,Customer 477,SHPT - SSC CONSOLIDATION SHIPCO,CFR,33166,DUBAI,AE - UNITED ARAB EMIRATES,188 63,PERAMA,GR - GREECE,Yes,N,N,N,-,"1,135",0,-,1,0,405.24,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,PIRAEUS,GR-GREECE,1,1,1,1,0,0
2455,2102070,1,1,1,FCL,FCL,2020,202001,2020/02,00:00.0,06.01.2020,Customer 927,OOCL - OOCL (UAE) LLC,CFR,528421,GUANGDONG,CN - CHINA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"21,390",161.177,-,161,5,109.63,-,-,SHEKOU PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2456,2102071,1,0,2,LCL,LCL,2020,202001,2020/02,00:00.0,06.01.2020,Customer 702,SHPT - SSC CONSOLIDATION SHIPCO,EXW,.,DUBAI,AE - UNITED ARAB EMIRATES,201815,USCI: 91310000625901263C SHANGHAI,CN - CHINA,Yes,N,N,N,-,900,2.324,-,2,0,225.93,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,SHANGHAI PT,CN-CHINA,1,1,1,1,0,0
2457,2102072,1,0,2,LCL,LCL,2020,202001,2020/02,00:00.0,06.01.2020,Customer 707,SHPT - SSC CONSOLIDATION SHIPCO,EXW,0,DUBAI,AE - UNITED ARAB EMIRATES,122002,GURUGRAM,IN - INDIA,Yes,N,N,N,-,90,2.05,-,2,0,193.9,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,JAWAHARLAL NEHRU (NHAVA SHEVA),IN-INDIA,1,1,1,1,0,0
2458,2102073,1,1,1,FCL,FCL,2020,202001,2020/02,00:00.0,08.01.2020,Customer 938,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,YO224,NORTH YORKS,GB - UNITED KINGDOM,.,ABU DHABI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"6,750",20,-,20,1,32.24,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,ABU DHABI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2459,2102074,1,0,1,FCL,FCL,2020,202001,2020/03,00:00.0,13.01.2020,Customer 477,HLCU - HAPAG-LLOYD AGENCY L.L.C,FOB,33166,DUBAI,AE - UNITED ARAB EMIRATES,18055,ROSTOCK,DE - GERMANY,Yes,N,N,N,-,"7,305",0,-,7,3,267.07,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,HAMBURG,DE-GERMANY,1,1,1,1,0,0
2460,2102075,1,1,1,FCL,FCL,2020,202001,2020/01,00:00.0,05.01.2020,Customer 669,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CIF,57319,BERLEBURG,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"88,800",100,-,100,8,175.41,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2461,2102076,1,1,1,FCL,FCL,2020,202001,2020/02,00:00.0,06.01.2020,Customer 777,HDMU - HYUNDAI MERCHANT MARINE UAE LLC,CFR,518118,SHENSHEN,CN - CHINA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"14,940",17.06,-,17,2,109.63,-,-,SHEKOU PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2462,2102077,1,1,1,FCL,FCL,2020,202001,2020/01,00:00.0,05.01.2020,Customer 160,YMLU - YANG MING (U.A.E) L.L.C.,EXW,000-000,SEOUL,KR - SOUTH-KOREA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"12,258",8.394,-,12,1,135.51,-,-,BUSAN,"KR-KOREA, REPUBLIC OF",JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2463,2102078,1,1,2,LCL,LCL,2020,202001,2020/01,00:00.0,04.01.2020,Customer 915,ECUI - ECU LINE MIDDLE EAST LLC,CFR,88074,MECKENBEUREN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,934,8.395,-,8,0,107.44,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2464,2102079,1,1,2,LCL,LCL,2020,202001,2020/01,00:00.0,05.01.2020,Customer 313,ECUI - ECU LINE MIDDLE EAST LLC,CFR,100-011,SEOUL,KR - SOUTH-KOREA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,068",9.57,-,10,0,155.22,-,-,BUSAN,"KR-KOREA, REPUBLIC OF",JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2465,2102080,1,1,2,LCL,LCL,2020,202001,2020/01,00:00.0,05.01.2020,Customer 915,GAC - GAC AGENCY COMPANY LLC,CFR,88074,MECKENBEUREN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,880",0.048,-,2,0,225.32,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2466,2102081,1,1,1,FCL,FCL,2020,202001,2020/02,00:00.0,06.01.2020,Customer 858,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,EXW,W86LS,LONDON,GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"22,941",40,-,40,2,-14.22,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2467,2102082,1,1,2,LCL,LCL,2020,202001,2020/02,00:00.0,06.01.2020,Customer 814,CGMU - CMA CGM AND ANL (NE) LLC,CIF,400101,MUMBAI,IN - INDIA,.,RAS AL KHAIMA,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"6,064",8.429,-,8,0,161.84,-,-,JAWAHARLAL NEHRU (NHAVA SHEVA),IN-INDIA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2468,2102083,1,1,2,LCL,LCL,2020,202001,2020/01,00:00.0,02.01.2020,Customer 235,YMLU - YANG MING (U.A.E) L.L.C.,CFR,20095,HAMBURG,DE - GERMANY,11491,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,-,"6,093",12.43,-,12,0,38.99,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2469,2102084,1,1,2,LCL,LCL,2020,202001,2020/01,00:00.0,02.01.2020,Customer 501,YMLU - YANG MING (U.A.E) L.L.C.,CFR,4821,ANDRIMONT,BE - BELGIUM,99999,KW HAWALLI CITY,KW - KUWAIT,Yes,N,N,N,-,367,1.348,-,1,0,-7.52,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2470,2102085,1,1,2,LCL,LCL,2020,202001,2020/01,00:00.0,02.01.2020,Customer 213,YMLU - YANG MING (U.A.E) L.L.C.,CFR,51580,REICHSHOF,DE - GERMANY,34427,DAMMAM,SA - SAUDI ARABIA,Yes,N,N,N,-,"1,254",4.695,-,5,0,5.68,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2471,2102086,1,1,2,LCL,LCL,2020,202001,2020/01,00:00.0,02.01.2020,Customer 565,YMLU - YANG MING (U.A.E) L.L.C.,CFR,41812,ERKELENZ,DE - GERMANY,.,ABU DHABI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"3,000",12.49,-,12,0,39.36,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2472,2102087,1,1,2,LCL,LCL,2020,202001,2020/01,00:00.0,02.01.2020,Customer 875,YMLU - YANG MING (U.A.E) L.L.C.,CFR,3411 LZ,LOPIKERKAPEL,NL - THE NETHERLANDS,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,325,6.331,-,6,0,304.76,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2473,2102088,1,1,1,FCL,FCL,2020,202001,2020/02,00:00.0,06.01.2020,Customer 602,OOCL - OOCL (UAE) LLC,CFR,SN28BW,WILTSHIRE,GB - UNITED KINGDOM,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"2,810",18.21,-,18,1,109.63,-,-,KOWLOON,HK-HONG KONG,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2474,2102089,1,1,2,LCL,LCL,2020,202001,2020/01,00:00.0,02.01.2020,Customer 491,YMLU - YANG MING (U.A.E) L.L.C.,CFR,25365,KLEIN OFFENSETH-SPARRIESHOOP,DE - GERMANY,50833,SALMAN IND CITY,BH - BAHRAIN,Yes,N,N,N,-,190,0.509,-,1,0,-19.21,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2475,2102090,1,1,2,LCL,LCL,2020,202001,2020/01,00:00.0,02.01.2020,Customer 592,YMLU - YANG MING (U.A.E) L.L.C.,CFR,4731,EYNATTEN,BE - BELGIUM,.,MUQSHA,BH - BAHRAIN,Yes,N,N,N,-,602,4.205,-,4,0,-44.93,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2476,2102091,1,1,1,FCL,FCL,2020,202002,2020/06,00:00.0,08.02.2020,Customer 377,MAEU - MAERSK KANOO UAE LLC,CFR,20560,OÑATI- GUIPUZCOA,ES - SPAIN,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"9,524",52.39,-,52,2,109.63,-,-,BILBAO,ES-SPAIN,SHARJAH,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2477,2102092,1,1,2,LCL,LCL,2020,202001,2020/01,00:00.0,02.01.2020,Customer 740,YMLU - YANG MING (U.A.E) L.L.C.,CFR,2408 AV,ALPHEN AAN DEN RIJN,NL - THE NETHERLANDS,13123,SAFAT,KW - KUWAIT,Yes,N,N,N,-,561,3.646,-,4,0,-11.17,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2478,2102093,1,1,2,LCL,LCL,2020,202001,2020/01,00:00.0,02.01.2020,Customer 391,YMLU - YANG MING (U.A.E) L.L.C.,EXW,TN11 0GP,KENT,GB - UNITED KINGDOM,.,TECOM (MEDIA CITY),AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,862,4.349,-,4,0,237.98,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2479,2102094,1,1,2,LCL,LCL,2020,202001,2020/02,00:00.0,06.01.2020,Customer 503,SHPT - SSC CONSOLIDATION SHIPCO,CFR,222300,JIANGSU,CN - CHINA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,240",4.012,-,4,0,109.63,-,-,QINGDAO PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2480,2102095,1,1,1,FCL,FCL,2020,202001,2020/01,00:00.0,02.01.2020,Customer 678,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,79618,RHEINFELDEN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"19,687",20,-,20,1,109.63,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2481,2102096,1,1,1,FCL,FCL,2020,202001,2020/03,00:00.0,18.01.2020,Customer 376,MAEU - MAERSK KANOO UAE LLC,CFR,20560,ONATI,ES - SPAIN,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"6,204",45.77,-,46,2,109.63,-,-,ALGECIRAS,ES-SPAIN,SHARJAH,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2482,2102097,1,1,1,FCL,FCL,2020,202001,2020/01,00:00.0,04.01.2020,Customer 767,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,79804,DOGERN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,755,40,-,40,2,109.63,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2483,2102098,1,1,2,LCL,LCL,2020,202001,2020/01,00:00.0,02.01.2020,Customer 592,YMLU - YANG MING (U.A.E) L.L.C.,CFR,4731,EYNATTEN,BE - BELGIUM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,179,7.413,-,7,0,232.69,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2484,2102099,1,1,1,FCL,FCL,2020,202001,2020/02,00:00.0,10.01.2020,Customer 395,EGLV - EVERGREEN SHIPPING AGENCY COMPANY (UAE) L.L.C,CFR,46117,BETERA,ES - SPAIN,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"7,329",59.07,-,59,2,109.63,-,-,VALENCIA,ES-SPAIN,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2485,2102100,1,1,2,LCL,LCL,2020,202001,2020/01,00:00.0,03.01.2020,Customer 361,GLO1 - GLOBELINK WEST STAR SHIPPING LLC,DAP,WR141AL,MALVERN,GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,584",6.6,-,7,0,199.35,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2486,2102101,1,1,2,LCL,LCL,2020,202001,2020/02,00:00.0,11.01.2020,Customer 816,SHPT - SSC CONSOLIDATION SHIPCO,DDP,6017,CEBU,PH - PHILIPPINES,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,216,1.629,-,2,0,223.82,-,-,CEBU,PH-PHILIPPINES,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2487,2102102,1,1,2,LCL,LCL,2020,202001,2020/02,00:00.0,12.01.2020,Customer 235,SHPT - SSC CONSOLIDATION SHIPCO,CIF,20095,HAMBURG,DE - GERMANY,.,ABU DHABI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,225,0.912,-,1,0,116.08,-,-,ANTWERPEN,BE-BELGIUM,ABU DHABI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
